movieId,RUNTIME (MINUTES),RUNTIME (SECONDS), NUMBER OF CHUNKS,VIDEO SIZE FOR 360p (GB),VIDEO SIZE FOR 480p (GB),VIDEO SIZE FOR 720p (GB),VIDEO SIZE FOR 1080p (GB)
2273,98,5880,1470,1.1025,2.94,5.5125,8.82
2275,91,5460,1365,1.02375,2.73,5.11875,8.19
2279,100,6000,1500,1.125,3,5.625,9
2280,104,6240,1560,1.17,3.12,5.85,9.36
2281,93,5580,1395,1.04625,2.79,5.23125,8.37
2282,87,5220,1305,0.97875,2.61,4.89375,7.83
2286,108,6480,1620,1.215,3.24,6.075,9.72
2287,94,5640,1410,1.0575,2.82,5.2875,8.46
2288,109,6540,1635,1.22625,3.27,6.13125,9.81
2290,89,5340,1335,1.00125,2.67,5.00625,8.01
2291,105,6300,1575,1.18125,3.15,5.90625,9.45
2292,87,5220,1305,0.97875,2.61,4.89375,7.83
2294,83,4980,1245,0.93375,2.49,4.66875,7.47
2295,101,6060,1515,1.13625,3.03,5.68125,9.09
2296,81,4860,1215,0.91125,2.43,4.55625,7.29
2297,113,6780,1695,1.27125,3.39,6.35625,10.17
2298,86,5160,1290,0.9675,2.58,4.8375,7.74
2300,88,5280,1320,0.99,2.64,4.95,7.92
2301,92,5520,1380,1.035,2.76,5.175,8.28
2302,120,7200,1800,1.35,3.6,6.75,10.8
2304,90,5400,1350,1.0125,2.7,5.0625,8.1
2306,114,6840,1710,1.2825,3.42,6.4125,10.26
2307,90,5400,1350,1.0125,2.7,5.0625,8.1
2310,100,6000,1500,1.125,3,5.625,9
2311,116,6960,1740,1.305,3.48,6.525,10.44
2312,119,7140,1785,1.33875,3.57,6.69375,10.71
2315,89,5340,1335,1.00125,2.67,5.00625,8.01
2316,104,6240,1560,1.17,3.12,5.85,9.36
2320,107,6420,1605,1.20375,3.21,6.01875,9.63
2322,99,5940,1485,1.11375,2.97,5.56875,8.91
2323,76,4560,1140,0.855,2.28,4.275,6.84
2324,116,6960,1740,1.305,3.48,6.525,10.44
2325,94,5640,1410,1.0575,2.82,5.2875,8.46
2327,93,5580,1395,1.04625,2.79,5.23125,8.37
2328,108,6480,1620,1.215,3.24,6.075,9.72
2329,119,7140,1785,1.33875,3.57,6.69375,10.71
2330,98,5880,1470,1.1025,2.94,5.5125,8.82
2331,100,6000,1500,1.125,3,5.625,9
2332,96,5760,1440,1.08,2.88,5.4,8.64
2333,105,6300,1575,1.18125,3.15,5.90625,9.45
2334,116,6960,1740,1.305,3.48,6.525,10.44
2335,90,5400,1350,1.0125,2.7,5.0625,8.1
2337,118,7080,1770,1.3275,3.54,6.6375,10.62
2338,100,6000,1500,1.125,3,5.625,9
2339,86,5160,1290,0.9675,2.58,4.8375,7.74
2342,92,5520,1380,1.035,2.76,5.175,8.28
2344,111,6660,1665,1.24875,3.33,6.24375,9.99
2346,117,7020,1755,1.31625,3.51,6.58125,10.53
2348,114,6840,1710,1.2825,3.42,6.4125,10.26
2349,105,6300,1575,1.18125,3.15,5.90625,9.45
2350,100,6000,1500,1.125,3,5.625,9
2351,110,6600,1650,1.2375,3.3,6.1875,9.9
2352,105,6300,1575,1.18125,3.15,5.90625,9.45
2354,79,4740,1185,0.88875,2.37,4.44375,7.11
2355,95,5700,1425,1.06875,2.85,5.34375,8.55
2356,113,6780,1695,1.27125,3.39,6.35625,10.17
2357,113,6780,1695,1.27125,3.39,6.35625,10.17
2358,103,6180,1545,1.15875,3.09,5.79375,9.27
2359,91,5460,1365,1.02375,2.73,5.11875,8.19
2360,105,6300,1575,1.18125,3.15,5.90625,9.45
2361,92,5520,1380,1.035,2.76,5.175,8.28
2362,71,4260,1065,0.79875,2.13,3.99375,6.39
2363,96,5760,1440,1.08,2.88,5.4,8.64
2364,87,5220,1305,0.97875,2.61,4.89375,7.83
2365,97,5820,1455,1.09125,2.91,5.45625,8.73
2366,104,6240,1560,1.17,3.12,5.85,9.36
2368,105,6300,1575,1.18125,3.15,5.90625,9.45
2369,104,6240,1560,1.17,3.12,5.85,9.36
2370,114,6840,1710,1.2825,3.42,6.4125,10.26
2371,98,5880,1470,1.1025,2.94,5.5125,8.82
2372,95,5700,1425,1.06875,2.85,5.34375,8.55
2373,89,5340,1335,1.00125,2.67,5.00625,8.01
2374,111,6660,1665,1.24875,3.33,6.24375,9.99
2375,91,5460,1365,1.02375,2.73,5.11875,8.19
2377,102,6120,1530,1.1475,3.06,5.7375,9.18
2378,97,5820,1455,1.09125,2.91,5.45625,8.73
2379,87,5220,1305,0.97875,2.61,4.89375,7.83
2380,84,5040,1260,0.945,2.52,4.725,7.56
2381,88,5280,1320,0.99,2.64,4.95,7.92
2382,90,5400,1350,1.0125,2.7,5.0625,8.1
2383,84,5040,1260,0.945,2.52,4.725,7.56
2384,92,5520,1380,1.035,2.76,5.175,8.28
2385,93,5580,1395,1.04625,2.79,5.23125,8.37
2387,100,6000,1500,1.125,3,5.625,9
2388,94,5640,1410,1.0575,2.82,5.2875,8.46
2389,105,6300,1575,1.18125,3.15,5.90625,9.45
2390,97,5820,1455,1.09125,2.91,5.45625,8.73
2392,101,6060,1515,1.13625,3.03,5.68125,9.09
2393,103,6180,1545,1.15875,3.09,5.79375,9.27
2394,99,5940,1485,1.11375,2.97,5.56875,8.91
2395,93,5580,1395,1.04625,2.79,5.23125,8.37
2398,96,5760,1440,1.08,2.88,5.4,8.64
2399,108,6480,1620,1.215,3.24,6.075,9.72
2400,99,5940,1485,1.11375,2.97,5.56875,8.91
2401,115,6900,1725,1.29375,3.45,6.46875,10.35
2402,96,5760,1440,1.08,2.88,5.4,8.64
2403,93,5580,1395,1.04625,2.79,5.23125,8.37
2404,102,6120,1530,1.1475,3.06,5.7375,9.18
2405,106,6360,1590,1.1925,3.18,5.9625,9.54
2406,106,6360,1590,1.1925,3.18,5.9625,9.54
2407,117,7020,1755,1.31625,3.51,6.58125,10.53
2408,116,6960,1740,1.305,3.48,6.525,10.44
2409,119,7140,1785,1.33875,3.57,6.69375,10.71
2410,99,5940,1485,1.11375,2.97,5.56875,8.91
2411,91,5460,1365,1.02375,2.73,5.11875,8.19
2412,104,6240,1560,1.17,3.12,5.85,9.36
2413,94,5640,1410,1.0575,2.82,5.2875,8.46
2414,109,6540,1635,1.22625,3.27,6.13125,9.81
2415,88,5280,1320,0.99,2.64,4.95,7.92
2416,96,5760,1440,1.08,2.88,5.4,8.64
2417,108,6480,1620,1.215,3.24,6.075,9.72
2418,118,7080,1770,1.3275,3.54,6.6375,10.62
2419,89,5340,1335,1.00125,2.67,5.00625,8.01
2421,113,6780,1695,1.27125,3.39,6.35625,10.17
2422,112,6720,1680,1.26,3.36,6.3,10.08
2423,97,5820,1455,1.09125,2.91,5.45625,8.73
2424,119,7140,1785,1.33875,3.57,6.69375,10.71
2428,104,6240,1560,1.17,3.12,5.85,9.36
2429,114,6840,1710,1.2825,3.42,6.4125,10.26
2430,94,5640,1410,1.0575,2.82,5.2875,8.46
2431,115,6900,1725,1.29375,3.45,6.46875,10.35
2433,115,6900,1725,1.29375,3.45,6.46875,10.35
2436,117,7020,1755,1.31625,3.51,6.58125,10.53
2439,114,6840,1710,1.2825,3.42,6.4125,10.26
2446,100,6000,1500,1.125,3,5.625,9
2447,106,6360,1590,1.1925,3.18,5.9625,9.54
2448,99,5940,1485,1.11375,2.97,5.56875,8.91
2450,110,6600,1650,1.2375,3.3,6.1875,9.9
2451,85,5100,1275,0.95625,2.55,4.78125,7.65
2453,114,6840,1710,1.2825,3.42,6.4125,10.26
2454,94,5640,1410,1.0575,2.82,5.2875,8.46
2455,96,5760,1440,1.08,2.88,5.4,8.64
2456,105,6300,1575,1.18125,3.15,5.90625,9.45
2457,107,6420,1605,1.20375,3.21,6.01875,9.63
2458,88,5280,1320,0.99,2.64,4.95,7.92
2459,83,4980,1245,0.93375,2.49,4.66875,7.47
2460,101,6060,1515,1.13625,3.03,5.68125,9.09
2462,95,5700,1425,1.06875,2.85,5.34375,8.55
2463,93,5580,1395,1.04625,2.79,5.23125,8.37
2465,91,5460,1365,1.02375,2.73,5.11875,8.19
2468,100,6000,1500,1.125,3,5.625,9
2469,103,6180,1545,1.15875,3.09,5.79375,9.27
2470,97,5820,1455,1.09125,2.91,5.45625,8.73
2471,110,6600,1650,1.2375,3.3,6.1875,9.9
2472,104,6240,1560,1.17,3.12,5.85,9.36
2473,104,6240,1560,1.17,3.12,5.85,9.36
2474,119,7140,1785,1.33875,3.57,6.69375,10.71
2475,110,6600,1650,1.2375,3.3,6.1875,9.9
2477,104,6240,1560,1.17,3.12,5.85,9.36
2478,102,6120,1530,1.1475,3.06,5.7375,9.18
2481,105,6300,1575,1.18125,3.15,5.90625,9.45
2482,92,5520,1380,1.035,2.76,5.175,8.28
2483,103,6180,1545,1.15875,3.09,5.79375,9.27
2485,95,5700,1425,1.06875,2.85,5.34375,8.55
2488,101,6060,1515,1.13625,3.03,5.68125,9.09
2490,100,6000,1500,1.125,3,5.625,9
2491,95,5700,1425,1.06875,2.85,5.34375,8.55
2492,87,5220,1305,0.97875,2.61,4.89375,7.83
2494,87,5220,1305,0.97875,2.61,4.89375,7.83
2495,72,4320,1080,0.81,2.16,4.05,6.48
2496,112,6720,1680,1.26,3.36,6.3,10.08
2498,94,5640,1410,1.0575,2.82,5.2875,8.46
2500,87,5220,1305,0.97875,2.61,4.89375,7.83
2501,108,6480,1620,1.215,3.24,6.075,9.72
2502,89,5340,1335,1.00125,2.67,5.00625,8.01
2503,86,5160,1290,0.9675,2.58,4.8375,7.74
2504,101,6060,1515,1.13625,3.03,5.68125,9.09
2511,112,6720,1680,1.26,3.36,6.3,10.08
2513,103,6180,1545,1.15875,3.09,5.79375,9.27
2514,100,6000,1500,1.125,3,5.625,9
2515,92,5520,1380,1.035,2.76,5.175,8.28
2516,92,5520,1380,1.035,2.76,5.175,8.28
2517,110,6600,1650,1.2375,3.3,6.1875,9.9
2518,106,6360,1590,1.1925,3.18,5.9625,9.54
2521,107,6420,1605,1.20375,3.21,6.01875,9.63
2522,114,6840,1710,1.2825,3.42,6.4125,10.26
2523,119,7140,1785,1.33875,3.57,6.69375,10.71
2525,91,5460,1365,1.02375,2.73,5.11875,8.19
2526,107,6420,1605,1.20375,3.21,6.01875,9.63
2527,85,5100,1275,0.95625,2.55,4.78125,7.65
2528,119,7140,1785,1.33875,3.57,6.69375,10.71
2529,112,6720,1680,1.26,3.36,6.3,10.08
2530,95,5700,1425,1.06875,2.85,5.34375,8.55
2531,93,5580,1395,1.04625,2.79,5.23125,8.37
2532,88,5280,1320,0.99,2.64,4.95,7.92
2533,98,5880,1470,1.1025,2.94,5.5125,8.82
2534,94,5640,1410,1.0575,2.82,5.2875,8.46
2537,114,6840,1710,1.2825,3.42,6.4125,10.26
2538,98,5880,1470,1.1025,2.94,5.5125,8.82
2539,103,6180,1545,1.15875,3.09,5.79375,9.27
2540,110,6600,1650,1.2375,3.3,6.1875,9.9
2541,98,5880,1470,1.1025,2.94,5.5125,8.82
2542,105,6300,1575,1.18125,3.15,5.90625,9.45
2544,110,6600,1650,1.2375,3.3,6.1875,9.9
2546,106,6360,1590,1.1925,3.18,5.9625,9.54
2548,104,6240,1560,1.17,3.12,5.85,9.36
2549,100,6000,1500,1.125,3,5.625,9
2550,112,6720,1680,1.26,3.36,6.3,10.08
2551,115,6900,1725,1.29375,3.45,6.46875,10.35
2552,85,5100,1275,0.95625,2.55,4.78125,7.65
2553,77,4620,1155,0.86625,2.31,4.33125,6.93
2554,90,5400,1350,1.0125,2.7,5.0625,8.1
2555,97,5820,1455,1.09125,2.91,5.45625,8.73
2557,89,5340,1335,1.00125,2.67,5.00625,8.01
2558,105,6300,1575,1.18125,3.15,5.90625,9.45
2559,87,5220,1305,0.97875,2.61,4.89375,7.83
2560,100,6000,1500,1.125,3,5.625,9
2563,111,6660,1665,1.24875,3.33,6.24375,9.99
2566,77,4620,1155,0.86625,2.31,4.33125,6.93
2568,92,5520,1380,1.035,2.76,5.175,8.28
2570,107,6420,1605,1.20375,3.21,6.01875,9.63
2572,97,5820,1455,1.09125,2.91,5.45625,8.73
2573,115,6900,1725,1.29375,3.45,6.46875,10.35
2574,90,5400,1350,1.0125,2.7,5.0625,8.1
2575,113,6780,1695,1.27125,3.39,6.35625,10.17
2577,105,6300,1575,1.18125,3.15,5.90625,9.45
2579,68,4080,1020,0.765,2.04,3.825,6.12
2580,98,5880,1470,1.1025,2.94,5.5125,8.82
2581,107,6420,1605,1.20375,3.21,6.01875,9.63
2582,104,6240,1560,1.17,3.12,5.85,9.36
2583,118,7080,1770,1.3275,3.54,6.6375,10.62
2585,112,6720,1680,1.26,3.36,6.3,10.08
2586,102,6120,1530,1.1475,3.06,5.7375,9.18
2587,108,6480,1620,1.215,3.24,6.075,9.72
2589,103,6180,1545,1.15875,3.09,5.79375,9.27
2590,98,5880,1470,1.1025,2.94,5.5125,8.82
2593,112,6720,1680,1.26,3.36,6.3,10.08
2594,117,7020,1755,1.31625,3.51,6.58125,10.53
2596,97,5820,1455,1.09125,2.91,5.45625,8.73
2597,95,5700,1425,1.06875,2.85,5.34375,8.55
2599,99,5940,1485,1.11375,2.97,5.56875,8.91
2600,97,5820,1455,1.09125,2.91,5.45625,8.73
2605,112,6720,1680,1.26,3.36,6.3,10.08
2606,92,5520,1380,1.035,2.76,5.175,8.28
2607,108,6480,1620,1.215,3.24,6.075,9.72
2609,91,5460,1365,1.02375,2.73,5.11875,8.19
2611,104,6240,1560,1.17,3.12,5.85,9.36
2612,111,6660,1665,1.24875,3.33,6.24375,9.99
2613,95,5700,1425,1.06875,2.85,5.34375,8.55
2614,77,4620,1155,0.86625,2.31,4.33125,6.93
2615,94,5640,1410,1.0575,2.82,5.2875,8.46
2616,105,6300,1575,1.18125,3.15,5.90625,9.45
2618,85,5100,1275,0.95625,2.55,4.78125,7.65
2620,119,7140,1785,1.33875,3.57,6.69375,10.71
2622,116,6960,1740,1.305,3.48,6.525,10.44
2623,94,5640,1410,1.0575,2.82,5.2875,8.46
2624,118,7080,1770,1.3275,3.54,6.6375,10.62
2625,99,5940,1485,1.11375,2.97,5.56875,8.91
2629,88,5280,1320,0.99,2.64,4.95,7.92
2630,93,5580,1395,1.04625,2.79,5.23125,8.37
2633,73,4380,1095,0.82125,2.19,4.10625,6.57
2634,86,5160,1290,0.9675,2.58,4.8375,7.74
2643,90,5400,1350,1.0125,2.7,5.0625,8.1
2644,72,4320,1080,0.81,2.16,4.05,6.48
2648,71,4260,1065,0.79875,2.13,3.99375,6.39
2651,74,4440,1110,0.8325,2.22,4.1625,6.66
2652,82,4920,1230,0.9225,2.46,4.6125,7.38
2654,70,4200,1050,0.7875,2.1,3.9375,6.3
2655,91,5460,1365,1.02375,2.73,5.11875,8.19
2656,80,4800,1200,0.9,2.4,4.5,7.2
2657,100,6000,1500,1.125,3,5.625,9
2659,80,4800,1200,0.9,2.4,4.5,7.2
2660,87,5220,1305,0.97875,2.61,4.89375,7.83
2661,81,4860,1215,0.91125,2.43,4.55625,7.29
2662,85,5100,1275,0.95625,2.55,4.78125,7.65
2664,80,4800,1200,0.9,2.4,4.5,7.2
2665,83,4980,1245,0.93375,2.49,4.66875,7.47
2668,91,5460,1365,1.02375,2.73,5.11875,8.19
2669,98,5880,1470,1.1025,2.94,5.5125,8.82
2670,93,5580,1395,1.04625,2.79,5.23125,8.37
2672,101,6060,1515,1.13625,3.03,5.68125,9.09
2674,106,6360,1590,1.1925,3.18,5.9625,9.54
2677,105,6300,1575,1.18125,3.15,5.90625,9.45
2681,113,6780,1695,1.27125,3.39,6.35625,10.17
2683,95,5700,1425,1.06875,2.85,5.34375,8.55
2687,88,5280,1320,0.99,2.64,4.95,7.92
2688,116,6960,1740,1.305,3.48,6.525,10.44
2690,97,5820,1455,1.09125,2.91,5.45625,8.73
2692,81,4860,1215,0.91125,2.43,4.55625,7.29
2693,86,5160,1290,0.9675,2.58,4.8375,7.74
2694,93,5580,1395,1.04625,2.79,5.23125,8.37
2695,86,5160,1290,0.9675,2.58,4.8375,7.74
2696,80,4800,1200,0.9,2.4,4.5,7.2
2697,88,5280,1320,0.99,2.64,4.95,7.92
2698,95,5700,1425,1.06875,2.85,5.34375,8.55
2699,103,6180,1545,1.15875,3.09,5.79375,9.27
2700,81,4860,1215,0.91125,2.43,4.55625,7.29
2701,106,6360,1590,1.1925,3.18,5.9625,9.54
2706,95,5700,1425,1.06875,2.85,5.34375,8.55
2707,117,7020,1755,1.31625,3.51,6.58125,10.53
2708,112,6720,1680,1.26,3.36,6.3,10.08
2709,87,5220,1305,0.97875,2.61,4.89375,7.83
2710,81,4860,1215,0.91125,2.43,4.55625,7.29
2713,82,4920,1230,0.9225,2.46,4.6125,7.38
2716,107,6420,1605,1.20375,3.21,6.01875,9.63
2717,108,6480,1620,1.215,3.24,6.075,9.72
2718,98,5880,1470,1.1025,2.94,5.5125,8.82
2719,113,6780,1695,1.27125,3.39,6.35625,10.17
2720,78,4680,1170,0.8775,2.34,4.3875,7.02
2722,105,6300,1575,1.18125,3.15,5.90625,9.45
2724,116,6960,1740,1.305,3.48,6.525,10.44
2725,111,6660,1665,1.24875,3.33,6.24375,9.99
2726,85,5100,1275,0.95625,2.55,4.78125,7.65
2727,68,4080,1020,0.765,2.04,3.825,6.12
2731,99,5940,1485,1.11375,2.97,5.56875,8.91
2732,110,6600,1650,1.2375,3.3,6.1875,9.9
2733,99,5940,1485,1.11375,2.97,5.56875,8.91
2734,119,7140,1785,1.33875,3.57,6.69375,10.71
2735,94,5640,1410,1.0575,2.82,5.2875,8.46
2736,108,6480,1620,1.215,3.24,6.075,9.72
2737,105,6300,1575,1.18125,3.15,5.90625,9.45
2738,105,6300,1575,1.18125,3.15,5.90625,9.45
2740,91,5460,1365,1.02375,2.73,5.11875,8.19
2741,106,6360,1590,1.1925,3.18,5.9625,9.54
2742,84,5040,1260,0.945,2.52,4.725,7.56
2743,111,6660,1665,1.24875,3.33,6.24375,9.99
2744,118,7080,1770,1.3275,3.54,6.6375,10.62
2746,94,5640,1410,1.0575,2.82,5.2875,8.46
2747,72,4320,1080,0.81,2.16,4.05,6.48
2748,99,5940,1485,1.11375,2.97,5.56875,8.91
2749,102,6120,1530,1.1475,3.06,5.7375,9.18
2750,90,5400,1350,1.0125,2.7,5.0625,8.1
2751,111,6660,1665,1.24875,3.33,6.24375,9.99
2752,100,6000,1500,1.125,3,5.625,9
2754,93,5580,1395,1.04625,2.79,5.23125,8.37
2759,94,5640,1410,1.0575,2.82,5.2875,8.46
2761,86,5160,1290,0.9675,2.58,4.8375,7.74
2762,107,6420,1605,1.20375,3.21,6.01875,9.63
2763,113,6780,1695,1.27125,3.39,6.35625,10.17
2764,102,6120,1530,1.1475,3.06,5.7375,9.18
2765,106,6360,1590,1.1925,3.18,5.9625,9.54
2766,99,5940,1485,1.11375,2.97,5.56875,8.91
2769,115,6900,1725,1.29375,3.45,6.46875,10.35
2770,97,5820,1455,1.09125,2.91,5.45625,8.73
2771,100,6000,1500,1.125,3,5.625,9
2772,95,5700,1425,1.06875,2.85,5.34375,8.55
2774,101,6060,1515,1.13625,3.03,5.68125,9.09
2775,104,6240,1560,1.17,3.12,5.85,9.36
2779,101,6060,1515,1.13625,3.03,5.68125,9.09
2782,80,4800,1200,0.9,2.4,4.5,7.2
2784,90,5400,1350,1.0125,2.7,5.0625,8.1
2786,82,4920,1230,0.9225,2.46,4.6125,7.38
2787,94,5640,1410,1.0575,2.82,5.2875,8.46
2788,88,5280,1320,0.99,2.64,4.95,7.92
2789,107,6420,1605,1.20375,3.21,6.01875,9.63
2790,108,6480,1620,1.215,3.24,6.075,9.72
2791,88,5280,1320,0.99,2.64,4.95,7.92
2792,85,5100,1275,0.95625,2.55,4.78125,7.65
2793,105,6300,1575,1.18125,3.15,5.90625,9.45
2794,95,5700,1425,1.06875,2.85,5.34375,8.55
2795,99,5940,1485,1.11375,2.97,5.56875,8.91
2796,101,6060,1515,1.13625,3.03,5.68125,9.09
2797,104,6240,1560,1.17,3.12,5.85,9.36
2798,81,4860,1215,0.91125,2.43,4.55625,7.29
2799,90,5400,1350,1.0125,2.7,5.0625,8.1
2800,95,5700,1425,1.06875,2.85,5.34375,8.55
2802,115,6900,1725,1.29375,3.45,6.46875,10.35
2804,93,5580,1395,1.04625,2.79,5.23125,8.37
2805,102,6120,1530,1.1475,3.06,5.7375,9.18
2806,96,5760,1440,1.08,2.88,5.4,8.64
2807,82,4920,1230,0.9225,2.46,4.6125,7.38
2808,102,6120,1530,1.1475,3.06,5.7375,9.18
2810,81,4860,1215,0.91125,2.43,4.55625,7.29
2812,95,5700,1425,1.06875,2.85,5.34375,8.55
2813,88,5280,1320,0.99,2.64,4.95,7.92
2815,117,7020,1755,1.31625,3.51,6.58125,10.53
2816,105,6300,1575,1.18125,3.15,5.90625,9.45
2817,98,5880,1470,1.1025,2.94,5.5125,8.82
2818,96,5760,1440,1.08,2.88,5.4,8.64
2819,117,7020,1755,1.31625,3.51,6.58125,10.53
2822,106,6360,1590,1.1925,3.18,5.9625,9.54
2824,94,5640,1410,1.0575,2.82,5.2875,8.46
2826,102,6120,1530,1.1475,3.06,5.7375,9.18
2827,109,6540,1635,1.22625,3.27,6.13125,9.81
2828,77,4620,1155,0.86625,2.31,4.33125,6.93
2829,97,5820,1455,1.09125,2.91,5.45625,8.73
2835,101,6060,1515,1.13625,3.03,5.68125,9.09
2836,96,5760,1440,1.08,2.88,5.4,8.64
2837,96,5760,1440,1.08,2.88,5.4,8.64
2839,105,6300,1575,1.18125,3.15,5.90625,9.45
2840,103,6180,1545,1.15875,3.09,5.79375,9.27
2841,99,5940,1485,1.11375,2.97,5.56875,8.91
2844,111,6660,1665,1.24875,3.33,6.24375,9.99
2846,90,5400,1350,1.0125,2.7,5.0625,8.1
2848,93,5580,1395,1.04625,2.79,5.23125,8.37
2852,101,6060,1515,1.13625,3.03,5.68125,9.09
2856,82,4920,1230,0.9225,2.46,4.6125,7.38
2857,90,5400,1350,1.0125,2.7,5.0625,8.1
2859,88,5280,1320,0.99,2.64,4.95,7.92
2860,93,5580,1395,1.04625,2.79,5.23125,8.37
2863,88,5280,1320,0.99,2.64,4.95,7.92
2865,92,5520,1380,1.035,2.76,5.175,8.28
2866,113,6780,1695,1.27125,3.39,6.35625,10.17
2867,107,6420,1605,1.20375,3.21,6.01875,9.63
2868,104,6240,1560,1.17,3.12,5.85,9.36
2870,106,6360,1590,1.1925,3.18,5.9625,9.54
2871,109,6540,1635,1.22625,3.27,6.13125,9.81
2874,101,6060,1515,1.13625,3.03,5.68125,9.09
2875,109,6540,1635,1.22625,3.27,6.13125,9.81
2876,87,5220,1305,0.97875,2.61,4.89375,7.83
2877,111,6660,1665,1.24875,3.33,6.24375,9.99
2878,101,6060,1515,1.13625,3.03,5.68125,9.09
2879,106,6360,1590,1.1925,3.18,5.9625,9.54
2880,88,5280,1320,0.99,2.64,4.95,7.92
2881,105,6300,1575,1.18125,3.15,5.90625,9.45
2882,120,7200,1800,1.35,3.6,6.75,10.8
2883,112,6720,1680,1.26,3.36,6.3,10.08
2884,91,5460,1365,1.02375,2.73,5.11875,8.19
2885,104,6240,1560,1.17,3.12,5.85,9.36
2886,73,4380,1095,0.82125,2.19,4.10625,6.57
2887,85,5100,1275,0.95625,2.55,4.78125,7.65
2888,91,5460,1365,1.02375,2.73,5.11875,8.19
2889,119,7140,1785,1.33875,3.57,6.69375,10.71
2890,114,6840,1710,1.2825,3.42,6.4125,10.26
2891,98,5880,1470,1.1025,2.94,5.5125,8.82
2892,93,5580,1395,1.04625,2.79,5.23125,8.37
2893,93,5580,1395,1.04625,2.79,5.23125,8.37
2894,27,1620,405,0.30375,0.81,1.51875,2.43
2896,106,6360,1590,1.1925,3.18,5.9625,9.54
2899,76,4560,1140,0.855,2.28,4.275,6.84
2900,113,6780,1695,1.27125,3.39,6.35625,10.17
2901,89,5340,1335,1.00125,2.67,5.00625,8.01
2902,113,6780,1695,1.27125,3.39,6.35625,10.17
2903,93,5580,1395,1.04625,2.79,5.23125,8.37
2905,96,5760,1440,1.08,2.88,5.4,8.64
2907,81,4860,1215,0.91125,2.43,4.55625,7.29
2908,118,7080,1770,1.3275,3.54,6.6375,10.62
2912,89,5340,1335,1.00125,2.67,5.00625,8.01
2915,98,5880,1470,1.1025,2.94,5.5125,8.82
2916,113,6780,1695,1.27125,3.39,6.35625,10.17
2917,113,6780,1695,1.27125,3.39,6.35625,10.17
2918,103,6180,1545,1.15875,3.09,5.79375,9.27
2919,115,6900,1725,1.29375,3.45,6.46875,10.35
2921,105,6300,1575,1.18125,3.15,5.90625,9.45
2922,114,6840,1710,1.2825,3.42,6.4125,10.26
2924,111,6660,1665,1.24875,3.33,6.24375,9.99
2925,108,6480,1620,1.215,3.24,6.075,9.72
2926,92,5520,1380,1.035,2.76,5.175,8.28
2927,86,5160,1290,0.9675,2.58,4.8375,7.74
2930,101,6060,1515,1.13625,3.03,5.68125,9.09
2932,94,5640,1410,1.0575,2.82,5.2875,8.46
2935,97,5820,1455,1.09125,2.91,5.45625,8.73
2936,91,5460,1365,1.02375,2.73,5.11875,8.19
2937,88,5280,1320,0.99,2.64,4.95,7.92
2939,92,5520,1380,1.035,2.76,5.175,8.28
2940,110,6600,1650,1.2375,3.3,6.1875,9.9
2942,95,5700,1425,1.06875,2.85,5.34375,8.55
2946,92,5520,1380,1.035,2.76,5.175,8.28
2947,110,6600,1650,1.2375,3.3,6.1875,9.9
2948,115,6900,1725,1.29375,3.45,6.46875,10.35
2949,110,6600,1650,1.2375,3.3,6.1875,9.9
2950,104,6240,1560,1.17,3.12,5.85,9.36
2951,99,5940,1485,1.11375,2.97,5.56875,8.91
2952,96,5760,1440,1.08,2.88,5.4,8.64
2953,120,7200,1800,1.35,3.6,6.75,10.8
2956,106,6360,1590,1.1925,3.18,5.9625,9.54
2961,95,5700,1425,1.06875,2.85,5.34375,8.55
2962,102,6120,1530,1.1475,3.06,5.7375,9.18
2964,100,6000,1500,1.125,3,5.625,9
2965,100,6000,1500,1.125,3,5.625,9
2966,112,6720,1680,1.26,3.36,6.3,10.08
2968,116,6960,1740,1.305,3.48,6.525,10.44
2969,102,6120,1530,1.1475,3.06,5.7375,9.18
2972,91,5460,1365,1.02375,2.73,5.11875,8.19
2973,104,6240,1560,1.17,3.12,5.85,9.36
2974,91,5460,1365,1.02375,2.73,5.11875,8.19
2975,120,7200,1800,1.35,3.6,6.75,10.8
2977,111,6660,1665,1.24875,3.33,6.24375,9.99
2978,98,5880,1470,1.1025,2.94,5.5125,8.82
2979,106,6360,1590,1.1925,3.18,5.9625,9.54
2982,92,5520,1380,1.035,2.76,5.175,8.28
2983,109,6540,1635,1.22625,3.27,6.13125,9.81
2984,96,5760,1440,1.08,2.88,5.4,8.64
2985,102,6120,1530,1.1475,3.06,5.7375,9.18
2986,117,7020,1755,1.31625,3.51,6.58125,10.53
2987,104,6240,1560,1.17,3.12,5.85,9.36
2988,95,5700,1425,1.06875,2.85,5.34375,8.55
2992,89,5340,1335,1.00125,2.67,5.00625,8.01
2995,93,5580,1395,1.04625,2.79,5.23125,8.37
2997,113,6780,1695,1.27125,3.39,6.35625,10.17
3002,95,5700,1425,1.06875,2.85,5.34375,8.55
3003,103,6180,1545,1.15875,3.09,5.79375,9.27
3004,101,6060,1515,1.13625,3.03,5.68125,9.09
3005,118,7080,1770,1.3275,3.54,6.6375,10.62
3007,107,6420,1605,1.20375,3.21,6.01875,9.63
3008,91,5460,1365,1.02375,2.73,5.11875,8.19
3010,95,5700,1425,1.06875,2.85,5.34375,8.55
3011,120,7200,1800,1.35,3.6,6.75,10.8
3013,96,5760,1440,1.08,2.88,5.4,8.64
